image_url,stories_id,media_id,story_title,story_url,media_name,media_url,publish_date,inlink_count,fb_count,partisan,parent,d_hash
https://www.ajc.com/rf/image_large/Pub/p10/AJC/2019/05/06/Videos/4650836.vpx,1290240055,22916,DIGGING DEEPER: Could Georgia abortion law challenge Roe v. Wade?,https://www.ajc.com/news/local/could-georgia-abortion-law-challenge-roe-wade/WiipMbWRW8DC6lrl8qzksJ/,Atlanta Journal-Constitution,http://www.ajc.com,2019-05-06 00:00:00,125,55,[3688],0,1
https://s.pinimg.com/images/facebook_share_image.png,1290239947,20448,Pinterest,https://www.pinterest.com/login/?next=/pin/create/button/%3Furl%3Dhttps%253a%252f%252fwww.usatoday.com%252fstory%252fnews%252fnation%252f2019%252f05%252f20%252falabama-abortion-bill-protest-march-montgomery-womens-rights%252f3738759002%252f%26description%3D%2526apos%253bAll%2Bout%2Bwarfare%2526apos%253b%253a%2BHundreds%2Btake%2Bthe%2Bstreets%2Bin%2BAlabama%2Bin%2Babortion%2Bban%2Bprotest%26media%3D,Pinterest,http://pinterest.com,2019-05-22 11:29:10.019097,120,0,[3688],0,2
"https://www.gannett-cdn.com/presto/2019/05/15/PMOY/5e55c21a-6de8-4523-af44-aaadc9a4f7a2-xgr02.jpg?crop=2999,1699,x0,y0&width=3200&height=1680&fit=bounds",1283655143,29,How does Alabama&apos;s near-total abortion ban bill compare to Georgia&apos;s &apos;fetal heartbeat&apos; law?,http://rssfeeds.indystar.com/~/601993184/0/indystar/todaystopstories~How-does-Alabamaaposs-neartotal-abortion-ban-bill-compare-to-Georgiaaposs-aposfetal-heartbeatapos-law/,The Indianapolis Star,http://www.indystar.com/apps/pbcs.dll/frontpage,2019-05-15 08:42:52,103,0,[3686],0,3
"https://www.gannett-cdn.com/presto/2019/04/17/PMOY/e16a69f7-9996-4810-af79-a313f82e6820-hearing01.jpg?crop=2999,1682,x0,y0&width=3200&height=1680&fit=bounds",1283184399,28907,Alabama abortion vote: Here&apos;s what to know about the state&apos;s proposed abortion ban,http://rssfeeds.montgomeryadvertiser.com/~/601980608/0/montgomery/home~Alabama-abortion-vote-Hereaposs-what-to-know-about-the-stateaposs-proposed-abortion-ban/,montgomeryadvertiser.com,http://www.montgomeryadvertiser.com#spider,2019-05-14 23:10:11,102,0,[],0,4
https://www.gannett-cdn.com/-mm-/e1966c198229033106679dc04dcfdb58985ff13f/c=596-61-4402-2211/local/-/media/2018/02/04/USATODAY/USATODAY/636533296739897630-AP-Pat-Robertson-Stroke.jpg?width=3200&height=1680&fit=crop,1284600402,29,"Televangelist&nbsp;Pat Robertson: Alabama abortion law &apos;has gone too far,&apos; is &apos;ill-considered&apos;",http://rssfeeds.indystar.com/~/602034314/0/indystar/todaystopstories~TelevangelistnbspPat-Robertson-Alabama-abortion-law-aposhas-gone-too-farapos-is-aposillconsideredapos/,The Indianapolis Star,http://www.indystar.com/apps/pbcs.dll/frontpage,2019-05-16 06:40:40,97,0,[3686],0,5
https://www.findlawimages.com/public/thumbnails_62x62/findlaw_62x62.png,1290239986,270482,Georgia Code Title 16. Crimes and Offenses § 16-12-140 | FindLaw,https://codes.findlaw.com/ga/title-16-crimes-and-offenses/ga-code-sect-16-12-140.html,codes.findlaw.com,http://codes.findlaw.com/,2019-05-22 11:29:13.446889,97,8,[],0,6
"https://www.gannett-cdn.com/authoring/2019/05/15/USAT/ccbdddce-5ea2-44a3-8bb9-d6a8a81566b9-abortion-promo.png?crop=949,534,x0,y12&width=1200",1284573520,29,Where is abortion legal? Everywhere. But ...,http://rssfeeds.indystar.com/~/602021212/0/indystar/todaystopstories~Where-is-abortion-legal-Everywhere-But/,The Indianapolis Star,http://www.indystar.com/apps/pbcs.dll/frontpage,2019-05-15 20:47:09,96,0,[3686],0,7
https://www.legislature.ohio.gov/Assets/Global/LegislatureIcon.png,1290239916,245386,Senate Bill 23 | The Ohio Legislature,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA133-SB-23,legislature.ohio.gov,https://legislature.ohio.gov/,2019-05-22 11:29:08.079016,96,40,[],0,8
"https://www.gannett-cdn.com/presto/2019/05/14/PMOY/5cdf3439-35e3-487f-91e4-8ef792daed30-house01.jpg?crop=2999,1697,x0,y0&width=3200&height=1680&fit=bounds",1282991231,28907,How does Alabama&apos;s abortion bill compare to Georgia&apos;s &apos;fetal heartbeat&apos; law?,http://rssfeeds.montgomeryadvertiser.com/~/601973082/0/montgomery/news~How-does-Alabamaaposs-abortion-bill-compare-to-Georgiaaposs-aposfetal-heartbeatapos-law/,montgomeryadvertiser.com,http://www.montgomeryadvertiser.com#spider,2019-05-14 17:25:16,94,0,[],0,9
"https://www.gannett-cdn.com/presto/2019/02/07/USAT/8eccaae9-f290-4273-8df1-c7d1f68ed457-FTC0131-001-ChrisWinokur.JPG?crop=3599,2016,x0,y47&width=1200",1239066854,29,You elected them to write new laws. They&rsquo;re letting corporations do it instead.,http://rssfeeds.indystar.com/~/600321148/0/indystar/todaystopstories~You-elected-them-to-write-new-laws-Theyrsquore-letting-corporations-do-it-instead/,The Indianapolis Star,http://www.indystar.com/apps/pbcs.dll/frontpage,2019-04-04 07:42:56,92,0,[3686],0,10
